,compute used,model_loss,accuracy
0,0.25,0.9495206882145443,0.35272000000000003
1,0.5000000000000001,0.4080955314807472,0.5963999999999999
2,1.0,0.30657412427631436,0.68376
3,2.0000000000000004,0.20109772637729445,0.77288
4,4.0,0.15300103292339656,0.8240000000000001
5,8.000000000000002,0.13611260463912797,0.84344
6,16.0,0.10611012467559618,0.8797600000000001
